Source,Target
صمت, ساخت ایران
صمت, ایران هوشمند
مهر گیتی, شبکه ملی اطلاعات
مهر گیتی, دسترسی_همگانی
 شبکه ملی اطلاعات, دسترسی_همگانی
مازندران, گیلان
مازندران, استارت_آپ
مازندران, دسترسی_همگانی
درک, دسترسی_همگانی
درک, ایران_هوشمند
درک, آینده_روشن
چاهشور_دلگان, دسترسی_همگانی
چاهشور_دلگان, سیستان_و_بلوچستان
چاهشور_دلگان, گزارش_به_مردم
خبرخوب, دسترسی_همگانی
خبرخوب, گزارش_به_مردم
خبرخوب, آینده_روشن
کاشان, گلاب گیری
کاشان, دسترسی همگانی
کاشان, آینده روشن
همه_آمدند, آینده _روشن
همه_آمدند, توسعه_روستایی
همه_آمدند, وزارت_ارتباطات
وزیر_ارتباطات, توسعه_روستا
وزیر_ارتباطات, آینده_روشن
 توسعه_روستا, آینده_روشن
تحریم, دهه_فجر
تحریم, توسعه_ارتباطات
تحریم, سیلی_به_دشمن
توسعه_روستایی, وزیر_ارتباطات
توسعه_روستایی, سامانه_دیار
توسعه_روستایی, اینده_روشن
جوانگرايي, دسترسي_همگاني
جوانگرايي, آينده_روشن
 دسترسي_همگاني, آينده_روشن
توسعه_روستایی, دولت_الکترونیکی
توسعه_روستایی, uso
 دولت_الکترونیکی, uso
آذری_جهرمی, توسعه_روستایی
آذری_جهرمی, uso
 توسعه_روستایی, uso
آذری_جهرمی, رادفر
آذری_جهرمی, البرز
 رادفر, البرز
سوم_خرداد, دفاع_مقدس
سوم_خرداد, خرمشهر
 دفاع_مقدس, خرمشهر
خرداد, اراده_مردم
خرداد, دوم_خرداد
 اراده_مردم, دوم_خرداد
نخبگان, دانشگاهیان
نخبگان, تکلیف_نخبگان
 دانشگاهیان, تکلیف_نخبگان
خاتمی, گفتگو
خاتمی, روحانی
 گفتگو, روحانی
دفاع_مقدس, آشتی
دفاع_مقدس, صلح
 آشتی, صلح
سوال, رییس_جمهور
سوال, فراکسیون_امید
 رییس_جمهور, فراکسیون_امید
فوتبال, ایران
فوتبال, تبریک
فوتبال, معجزه_فوتبال
کودک _آزاری, حقوق_کودکان
کودک _آزاری, فراکسیون_امید
کودک _آزاری, لایحه_حمایت_از_کودکان_و_نوجوانان
جوانان, فراکسیون_امید
جوانان, دوم_خرداد
جوانان, طرح_ممنوعیت_بکارگیری_بازنشستگان
قیم_مآبی, تنگ_نظریها
قیم_مآبی, جمهوری_اسلامی
 تنگ_نظریها, جمهوری_اسلامی
اعتماد_مردم, همبستگی_ملی
اعتماد_مردم, منافع_ملی
 همبستگی_ملی, منافع_ملی
جمهوری_اسلامی, عقيده
جمهوری_اسلامی, گرايش
جمهوری_اسلامی, نقد
دانشجویان, اصلاح طلب
دانشجویان, اتحادیه
 اصلاح طلب, اتحادیه
همه_قوا, دولت
همه_قوا, دستاوردهای_نظام
 دولت, دستاوردهای_نظام
مردم, وحدت
مردم, گفتمان_اصلاحات
مردم, مجلس
سال_٩٦, تفاهم
سال_٩٦, دوستى
 تفاهم, دوستى
باور, انقلاب
باور, همدلى
باور, تفاهم
زلزله_بم, شهرسازى
زلزله_بم, مديريت_بحران
زلزله_بم, c4i
میلاد, عیسی
میلاد, مسیحی
 عیسی, مسیحی
شب_یلدا, شجريان
شب_یلدا, حافظ
شب_یلدا, محمدرضا_عارف
داود_نعیمی, علی_یوسفی
داود_نعیمی, دوم_اسفند
 علی_یوسفی, دوم_اسفند
خلیج_فارس, الخلیج_الفارسی
خلیج_فارس, legolfpersique
خلیج_فارس, persianguf
واگذاری, استقلال
واگذاری, پرسپولیس
واگذاری, استقلال
کیانوش_عیاری, خانه_پدری
کیانوش_عیاری, حقوق_مؤلف
 خانه_پدری, حقوق_مؤلف
رییسی, کیهان
رییسی, ذوالقرنین
 کیهان, ذوالقرنین
بودجه98, لابی
بودجه98, ظلم_مضاعف
 لابی, ظلم_مضاعف
خصوصی_سازی, مال_خود_سازی
خصوصی_سازی, خصولتی_سازی
 مال_خود_سازی, خصولتی_سازی
شفافیت_سیستماتیک, فساد_سیستماتیک
شفافیت_سیستماتیک, فراکسیون_شفاف_سازی
 فساد_سیستماتیک, فراکسیون_شفاف_سازی
طرح_تحول_نظام_سلامت, شفافیت
طرح_تحول_نظام_سلامت, فراکسیون_شفاف سازی
 شفافیت, فراکسیون_شفاف سازی
حسین_شریعتمداری, بنیامین_ناتانیاهو
حسین_شریعتمداری, جمهوری_اسلامی
 بنیامین_ناتانیاهو, جمهوری_اسلامی
فساد, تراکم فروشان
فساد, بنیاد_تعاون
 تراکم فروشان, بنیاد_تعاون
حساب های_سپرده, قوه_قضاییه
حساب های_سپرده, شفافیت
 قوه_قضاییه, شفافیت
شفافیت_آراء_نمایندگان, فراکسیون_شفاف سازی
شفافیت_آراء_نمایندگان, شفافیت_پارلمان
 فراکسیون_شفاف سازی, شفافیت_پارلمان
فساد, فاسد
فساد, صندوق_ذخیره_فرهنگیان
 فاسد, صندوق_ذخیره_فرهنگیان
فساد, شفافیت
فساد, قضات_مستقل
 شفافیت, قضات_مستقل
آکتائو, دریای_خزر
آکتائو, ترکمنچای
آکتائو, پشت_پرده
آکتائو, دریای_خزر
آکتائو, ترکمنچای
آکتائو, پشت_پرده
خراسان, تجمع_مردم
خراسان, صدای_مردم
 تجمع_مردم, صدای_مردم
مذاکره_با_آمریکا, عزت
مذاکره_با_آمریکا, حکمت
مذاکره_با_آمریکا, مصلحت
احمد_منتظری, تحریف
احمد_منتظری, قائم_مقام
احمد_منتظری, دولت_تدبیروامید
مذاکره, توافق
مذاکره, تضمین
 توافق, تضمین
فساد, فراکسیون_شفاف
فساد, دولت_الکترونیک
 فراکسیون_شفاف, دولت_الکترونیک
احمد_منتظری, قائم_مقام
احمد_منتظری, شورای_نظارت
احمد_منتظری, صدا_و_سیما
دولت_یهود, فاطمه
دولت_یهود, سرزمین های_اشغالی
 فاطمه, سرزمین های_اشغالی
بورسیه_های_غیرقانونی, فساد_سیستماتیک
بورسیه_های_غیرقانونی, سانسور
 فساد_سیستماتیک, سانسور
فیلترینگ, اختلال
فیلترینگ, شغل های_از_دست رفته
 اختلال, شغل های_از_دست رفته
اعتماد_عمومی, شفاف_سازی
اعتماد_عمومی, اعتماد_عمومی
 شفاف_سازی, اعتماد_عمومی
جرائم_سیاسی, علنی
جرائم_سیاسی, هیئت_منصفه
جرائم_سیاسی, هفته_قوه_قضاییه
مستقل, پشتیبان_حقوق
مستقل, هفته_قوه_قضاییه
 پشتیبان_حقوق, هفته_قوه_قضاییه
ترمیم_کابینه, جسارت
ترمیم_کابینه, انسجام
ترمیم_کابینه, تقویت_تیم_اقتصادی
مبارزه_با_پولشویی, تأمین_مالی
مبارزه_با_پولشویی, داعش
 تأمین_مالی, داعش
پولشویی, فرار_مالیاتی
پولشویی, تروریست
 فرار_مالیاتی, تروریست
اصلاح_طلبی, اصولگرایی
اصلاح_طلبی, دوم_خرداد
 اصولگرایی, دوم_خرداد
ترامپ, برجام
ترامپ, صدام
 برجام, صدام
فروش_تراکم, فروش_شهر
فروش_تراکم, شهر_شفاف
 فروش_شهر, شهر_شفاف
شهرداری_تهران, تعارض_منافع
شهرداری_تهران, درب_گردان
 تعارض_منافع, درب_گردان
سازمان_اطلاعات_سپاه, کاوه _مدنی
سازمان_اطلاعات_سپاه, محمدرضا_جلایی_پور
 کاوه _مدنی, محمدرضا_جلایی_پور
خوارج, اخباری گری
خوارج, داعش
 اخباری گری, داعش
حمایت_از_کالای_ایرانی, شفافیت
حمایت_از_کالای_ایرانی, رقابت
حمایت_از_کالای_ایرانی, حذف_رانت ها
تغییر_کاربری, شهرداری_تهران
تغییر_کاربری, اژدهای_هفت_سر_فساد
تغییر_کاربری, مدیریت_رفاقتی
اعتدال, اصلاحات
اعتدال, روحانی
اعتدال, خاتمی
سید_محمد_خاتمی, فراکسیون_امید
سید_محمد_خاتمی, انسجام
سید_محمد_خاتمی, نجات_ایران
سینا_قنبری, وحید_حیدری
سینا_قنبری, کاووس_سید_امامی
سینا_قنبری, محمد_راجی
وزیر_کشور, شهرداری_تهران
وزیر_کشور, املاک_نجومی
 شهرداری_تهران, املاک_نجومی
غوطه_شرقی, روهینگیا
غوطه_شرقی, سیاست
غوطه_شرقی, دیانت
تراریخته, حریم_خصوصی
تراریخته, منطقه_ممنوعه
 حریم_خصوصی, منطقه_ممنوعه
فساد, رانت خواری
فساد, زمین خواری
 رانت خواری, زمین خواری
ابراهیم, داعشی
ابراهیم, به_وقت_شام
ابراهیم, غیر_خودی
محیط, کاووس_سید_امامی
محیط, کاوه_مدنی
 کاووس_سید_امامی, کاوه_مدنی
درب_گردان, تعارض_منافع
درب_گردان, فساد
 تعارض_منافع, فساد
درب_گردان, سوء_استفاده
درب_گردان, فساد
 سوء_استفاده, فساد
وزیر_جهاد_و_کشاورزی, تعارض_منافع
وزیر_جهاد_و_کشاورزی, درب_گردان
 تعارض_منافع, درب_گردان
مامی توانیم, تغییرکاربری
مامی توانیم, گازانبری
 تغییرکاربری, گازانبری
آزادی, اختناق
آزادی, مطبوعات
آزادی, رادیو
شفافیت, رسانه
شفافیت, مبارزه_با_فساد
 رسانه, مبارزه_با_فساد
سؤال , بورسیه ها
سؤال , وزیرعلوم
 بورسیه ها, وزیرعلوم
فقر, فساد
فقر, تبعیض
فقر, فقدان_شفافیت
خودی, محرم
خودی, اعتماد
 محرم, اعتماد
صرفه جویی, بهره وری
صرفه جویی, چاپلوسی
صرفه جویی, پاچه_خواری
انضباط_مالی, شفافیت
انضباط_مالی, صندوق_توسعه_ملی
 شفافیت, صندوق_توسعه_ملی
فرافکنی, بهره وری
فرافکنی, صرفه جویی
 بهره وری, صرفه جویی
تجمع_اعتراض_آمیز, مشهد
تجمع_اعتراض_آمیز, نظام_کلان_تدبیر_و_مدیریت_کشور
تجمع_اعتراض_آمیز, صدای_مردم
مریم, عیسی
مریم, happychristmas
 عیسی, happychristmas
فاسدان, تله_ فساد
فاسدان, تله_فقر
 تله_ فساد, تله_فقر
بسیج_دانشجویی, فساد
بسیج_دانشجویی, صحنه_آرایی
 فساد, صحنه_آرایی
کیهان, مراجع_تقلید
کیهان, آیت_الله_سیستانی
 مراجع_تقلید, آیت_الله_سیستانی
بابک_نوری_هریس, البوکمال
بابک_نوری_هریس, داعش
 البوکمال, داعش
کربلای_پنج, سه راهی_مرگ
کربلای_پنج, عبدالله_میثمی
 سه راهی_مرگ, عبدالله_میثمی
سرمایه داری_رفاقتی, crony_capitalism
سرمایه داری_رفاقتی, آقازاده
سرمایه داری_رفاقتی, سردارزاده
بانک_سرمایه, بدهکاران
بانک_سرمایه, شفاف_سازی
 بدهکاران, شفاف_سازی
مرتضوی, دادستان_وقت_تهران
مرتضوی, جنایت_کهریزک
 دادستان_وقت_تهران, جنایت_کهریزک
خودکشی_دانشجویان, اپیدمی
خودکشی_دانشجویان, شهریه
خودکشی_دانشجویان, ستاره_دار
سؤال, وزیر_اطلاعات
سؤال, اعتراض
سؤال, فروهر
مأموران_خودسر, فروهرها
مأموران_خودسر, وزیر_اطلاعات
مأموران_خودسر, سؤال
وزیر_اقتصاد, حساب
وزیر_اقتصاد, سؤال
 حساب, سؤال
کارون, رفسنجان
کارون, وزیر_نیرو
کارون, مدیریت_بهم_پیوسته
چهل_و_سه_قربانی, سوانح_رانندگی
چهل_و_سه_قربانی, علائم
 سوانح_رانندگی, علائم
مدارس, زلزله
مدارس, کانکس
 زلزله, کانکس
سؤال, وزیر_کشور
سؤال, شهرداری
سؤال, املاک_نجومی
زلزله, جوانرود
زلزله, تراکم_فروشی
زلزله, مدیریت_شهری
زلزله_زده, تازه_آباد
زلزله_زده, ثلاث_باباجانی
زلزله_زده, چادر
زلزله, ثلاث_باباجانی
زلزله, چادر
 ثلاث_باباجانی, چادر
کیهان, تعطیلی
کیهان, کیهان
 تعطیلی, کیهان
استقلال, پرسپولیس
استقلال, بخش_خصوصی
 پرسپولیس, بخش_خصوصی
مرزبانان, چالدران
